"iso3c","year","spei","Normal","Severe.Dry","Severe.Wet"
"ARG",2006,-0.192682082305226,0.956618962432916,0.0368217054263566,0.00655933214072749
"ARG",2007,0.0328488502248606,0.971377459749553,0.00670840787119857,0.0219141323792487
"ARG",2008,-0.47318784386345,0.917778606038017,0.0727543794260156,0.0094670145359672
"ARG",2009,-0.42512103045323,0.856738223017293,0.118887895050686,0.0243738819320215
"ARG",2010,-0.0110706384755796,0.970706618962433,0.00641025641025641,0.0228831246273107
"ARG",2011,-0.160700663400707,0.933288610614192,0.055381633870006,0.011329755515802
"ARG",2012,-0.0878260068888338,0.914132379248658,0.039505068574836,0.0463625521765057
"ARG",2013,-0.368670664487263,0.921213476446035,0.0755068574836017,0.00327966607036374
"ARG",2014,0.239726715924092,0.935002981514609,0.0421884317233154,0.0228085867620751
"ARG",2015,0.106769939390766,0.951401311866428,0.0184108527131783,0.0301878354203936
"ARG",2016,0.165011045638528,0.885062611806798,0.0489713774597496,0.0659660107334526
"ARG",2017,0.0743384010042836,0.972122838401908,0.0193798449612403,0.00849731663685152
"ARG",2018,0.0175031690829681,0.908392963625522,0.0570960047704234,0.0345110316040549
"ARM",2000,-0.48626328801187,0.916666666666667,0.0769230769230769,0.00641025641025641
"ARM",2001,-0.325030169700487,1,NA,NA
"ARM",2002,0.33123864287224,0.923076923076923,NA,0.0769230769230769
"ARM",2003,0.623716761802849,0.916666666666667,NA,0.0833333333333333
"ARM",2004,0.148542894628078,1,NA,NA
"ARM",2005,0.407370944232799,0.993589743589744,NA,0.00641025641025641
"ARM",2006,0.139058914859421,0.903846153846154,NA,0.0961538461538462
"ARM",2007,0.551267849432173,0.91025641025641,NA,0.0897435897435897
"ARM",2008,-0.194545239884741,0.993589743589744,0.00641025641025641,NA
"ARM",2009,0.468735852123549,0.955128205128205,NA,0.0448717948717949
"ARM",2010,0.228641947516455,0.884615384615385,0.0448717948717949,0.0705128205128205
"ARM",2011,0.42455178575638,0.974358974358974,NA,0.0256410256410256
"ARM",2012,-0.195169478392181,1,NA,NA
"ARM",2013,-0.0437608826752508,1,NA,NA
"ARM",2014,-0.266532348574868,0.974358974358974,0.0256410256410256,NA
"ARM",2015,0.206911446837088,0.948717948717949,0.0128205128205128,0.0384615384615385
"ARM",2016,0.363322128696988,1,NA,NA
"ARM",2017,-0.530543841212165,1,NA,NA
"ARM",2018,0.0618051216025641,0.967948717948718,0.00641025641025641,0.0256410256410256
"ATF",2000,-1.02281905213992,0.916666666666667,0.0833333333333333,NA
"ATF",2001,-0.110952847171575,0.916666666666667,NA,0.0833333333333333
"ATF",2002,-1.09729604547222,0.666666666666667,0.333333333333333,NA
"ATF",2003,-0.51931690548857,0.916666666666667,0.0833333333333333,NA
"ATF",2004,-1.25960817777862,0.75,0.25,NA
"ATF",2005,-1.21065048128366,0.666666666666667,0.333333333333333,NA
"ATF",2006,-1.23218807081382,0.625,0.375,NA
"ATF",2007,-0.777008636854589,0.875,0.125,NA
"ATF",2008,0.165701268007978,0.666666666666667,0.25,0.0833333333333333
"ATF",2009,-0.894120650986831,0.833333333333333,0.166666666666667,NA
"ATF",2010,-0.383311431544522,0.916666666666667,0.0833333333333333,NA
"ATF",2011,0.00739740207791321,0.666666666666667,0.166666666666667,0.166666666666667
"ATF",2012,0.57818723625193,1,NA,NA
"ATF",2013,0.292154227072994,0.833333333333333,0.0833333333333333,0.0833333333333333
"ATF",2014,-0.0785521765549975,1,NA,NA
"ATF",2015,0.208100919922193,1,NA,NA
"ATF",2016,-0.14525126790007,1,NA,NA
"ATF",2017,0.273718903474857,0.875,0.0416666666666667,0.0833333333333333
"ATF",2018,0.0736442758333334,0.583333333333333,0.0833333333333333,0.333333333333333
"AUS",2000,0.328201854178169,0.934690339550454,0.00212219033955045,0.0631874701099952
"AUS",2001,0.127421590537501,0.987147297943568,0.00367647058823529,0.00917623146819703
"AUS",2002,-0.698607092258455,0.96464012434242,0.0350011956001913,0.000358680057388809
"AUS",2003,-0.0836463250307343,0.992766618842659,0.00230153036824486,0.00493185078909613
"AUS",2004,-0.0741841803487264,0.994171449067432,0.000209230033476805,0.00561932089909134
"AUS",2005,-0.197688351506421,0.972262075561932,0.0236728837876614,0.0040650406504065
"AUS",2006,-0.197535311333026,0.961950023912004,0.0204447632711621,0.0176052128168341
"AUS",2007,-0.221646538527297,0.964460784313726,0.0176351028216165,0.0179041128646581
"AUS",2008,-0.110005176730812,0.981288857006217,0.00807030129124821,0.0106408417025347
"AUS",2009,-0.390721249270294,0.960303700603814,0.0308782208405572,0.00881807855562862
"AUS",2010,0.521944802358923,0.95791487326638,0.00358680057388809,0.0384983261597322
"AUS",2011,0.263074550004149,0.980661166905787,0.000627690100430416,0.0187111429937829
"AUS",2012,-0.202238395543712,0.986997847919656,0.00899689143950263,0.0040052606408417
"AUS",2013,-0.442496204315841,0.939134853965502,0.0568592867178859,0.00400585931661236
"AUS",2014,-0.341259505386641,0.965087430877298,0.0290539530712898,0.00585861605141234
"AUS",2015,-0.239943969790218,0.968585604973697,0.0287840746054519,0.00263032042085127
"AUS",2016,0.190511643215479,0.983709947393592,0.0037960306073649,0.0124940219990435
"AUS",2017,-0.35420820522094,0.958409437973471,0.0323382339731114,0.00925232805341797
"AUS",2018,-0.41114091514321,0.985144667623147,0.0119858919177427,0.00286944045911047
"AUT",2000,-0.0479923119670493,0.963675213675214,0.00641025641025641,0.0299145299145299
"AUT",2001,-0.123813419469978,0.987179487179487,0.00213675213675214,0.0106837606837607
"AUT",2002,0.0672468463392754,1,NA,NA
"AUT",2003,-0.768142215668773,0.931623931623932,0.0683760683760684,NA
"AUT",2004,-0.0162787144207924,1,NA,NA
"AUT",2005,0.0383653991594991,0.982905982905983,NA,0.0170940170940171
"AUT",2006,-0.20472829168965,0.946581196581197,0.0384615384615385,0.014957264957265
"AUT",2007,0.0313083202385096,0.897435897435897,0.0833333333333333,0.0192307692307692
"AUT",2008,-0.130061505877554,0.997863247863248,NA,0.00213675213675214
"AUT",2009,0.157396546639124,0.957264957264957,0.0235042735042735,0.0192307692307692
"AUT",2010,0.114849004962155,1,NA,NA
"AUT",2011,-0.672997730537606,0.912393162393162,0.0854700854700855,0.00213675213675214
"AUT",2012,-0.226725282181419,0.944444444444444,0.0534188034188034,0.00213675213675214
"AUT",2013,0.0887990486489719,0.914529914529915,0.0833333333333333,0.00213675213675214
"AUT",2014,0.178370310222973,1,NA,NA
"AUT",2015,-0.302947794996664,0.993589743589744,0.00641025641025641,NA
"AUT",2016,0.360738237194655,0.963675213675214,0.0235042735042735,0.0128205128205128
"AUT",2017,0.163347517653722,1,NA,NA
"AUT",2018,-0.166843137735043,0.995726495726496,0.00427350427350427,NA
"AZE",2000,-0.384429426052029,0.981981981981982,0.018018018018018,NA
"AZE",2001,-0.356433316954199,1,NA,NA
"AZE",2002,0.214080494968797,0.970720720720721,NA,0.0292792792792793
"AZE",2003,0.390640875970659,0.966216216216216,NA,0.0337837837837838
"AZE",2004,0.264807518133616,1,NA,NA
"AZE",2005,0.104995368606454,0.990990990990991,NA,0.00900900900900901
"AZE",2006,0.0626209588041781,0.95045045045045,0.0405405405405405,0.00900900900900901
"AZE",2007,0.161573082912369,0.981981981981982,0.00225225225225225,0.0157657657657658
"AZE",2008,-0.158884193870682,0.986486486486487,0.0135135135135135,NA
"AZE",2009,0.140483924853306,0.948198198198198,NA,0.0518018018018018
"AZE",2010,-0.0589909695540103,0.878378378378378,0.0990990990990991,0.0225225225225225
"AZE",2011,0.147139742380917,0.977477477477477,0.00225225225225225,0.0202702702702703
"AZE",2012,-0.24369715701323,0.997747747747748,NA,0.00225225225225225
"AZE",2013,-0.10583319094977,1,NA,NA
"AZE",2014,-0.438091130239201,0.995495495495496,0.0045045045045045,NA
"AZE",2015,-0.0790455226087942,0.970720720720721,NA,0.0292792792792793
"AZE",2016,0.0794338328170753,0.997747747747748,0.00225225225225225,NA
"AZE",2017,-0.529299772842735,1,NA,NA
"AZE",2018,-0.163102702657658,0.990990990990991,NA,0.00900900900900901
"BDI",2000,-0.662928812153404,0.983333333333333,0.0166666666666667,NA
"BDI",2001,0.407947911166896,0.891666666666667,NA,0.108333333333333
"BDI",2002,-0.465243209871308,0.783333333333333,0.141666666666667,0.075
"BDI",2003,-0.285529711873581,1,NA,NA
"BDI",2004,-0.814617845586812,0.833333333333333,0.15,0.0166666666666667
"BDI",2005,-0.706884263667355,0.8,0.125,0.075
"BDI",2006,-0.0279288225496807,0.741666666666667,0.133333333333333,0.125
"BDI",2007,0.117121213519325,0.925,NA,0.075
"BDI",2008,-0.364995441663389,0.9,0.05,0.05
"BDI",2009,-0.342805132719998,0.883333333333333,0.116666666666667,NA
"BDI",2010,-0.270802530522148,0.791666666666667,0.108333333333333,0.1
"BDI",2011,0.405436478620686,0.825,0.00833333333333333,0.166666666666667
"BDI",2012,-0.812804522493389,0.858333333333333,0.141666666666667,NA
"BDI",2013,-0.525125610440349,0.816666666666667,0.133333333333333,0.05
"BDI",2014,0.119818007737194,1,NA,NA
"BDI",2015,0.0586141574695829,1,NA,NA
"BDI",2016,0.0287629404648518,1,NA,NA
"BDI",2017,-0.258581122795829,0.983333333333333,0.0166666666666667,NA
"BDI",2018,-0.146536212615,1,NA,NA
"BEL",2000,0.358336605793596,0.970588235294118,NA,0.0294117647058824
"BEL",2001,0.462067176487443,0.911764705882353,NA,0.0882352941176471
"BEL",2002,0.357968081758408,0.96078431372549,NA,0.0392156862745098
"BEL",2003,-0.637551640775557,1,NA,NA
"BEL",2004,-0.0184071101630609,1,NA,NA
"BEL",2005,-0.0682901790224053,1,NA,NA
"BEL",2006,-0.117950671065973,0.82843137254902,0.053921568627451,0.117647058823529
"BEL",2007,0.234612856544189,0.916666666666667,0.0833333333333333,NA
"BEL",2008,0.030360933096495,1,NA,NA
"BEL",2009,-0.129449399012396,1,NA,NA
"BEL",2010,-0.0206302142263774,1,NA,NA
"BEL",2011,-0.423131092451513,0.833333333333333,0.166666666666667,NA
"BEL",2012,0.136886899870839,1,NA,NA
"BEL",2013,-0.0163185341174111,1,NA,NA
"BEL",2014,-0.168823456707269,1,NA,NA
"BEL",2015,-0.235632702062253,1,NA,NA
"BEL",2016,0.0153845124604071,0.946078431372549,0.0392156862745098,0.0147058823529412
"BEL",2017,-0.232250828801212,1,NA,NA
"BEL",2018,-0.441568097176471,0.990196078431373,0.00980392156862745,NA
"BEN",2000,-0.367976566776633,1,NA,NA
"BEN",2001,-0.760727509117248,0.957264957264957,0.0427350427350427,NA
"BEN",2002,-0.139473250733776,0.993589743589744,0.00641025641025641,NA
"BEN",2003,0.217063940279922,1,NA,NA
"BEN",2004,0.200529055896267,0.987179487179487,NA,0.0128205128205128
"BEN",2005,-0.109491156779193,1,NA,NA
"BEN",2006,-0.219445077637604,1,NA,NA
"BEN",2007,0.239733517914712,0.997863247863248,0.00213675213675214,NA
"BEN",2008,0.210741247602691,1,NA,NA
"BEN",2009,0.181838605451421,1,NA,NA
"BEN",2010,0.0860220604172199,0.987179487179487,0.00213675213675214,0.0106837606837607
"BEN",2011,-0.322079622466813,0.933760683760684,0.0299145299145299,0.0363247863247863
"BEN",2012,0.0525946717492392,0.989316239316239,NA,0.0106837606837607
"BEN",2013,-0.246608375118942,0.923076923076923,0.032051282051282,0.0448717948717949
"BEN",2014,-0.166970197798418,0.989316239316239,0.0106837606837607,NA
"BEN",2015,-0.502792194032938,0.901709401709402,0.0662393162393162,0.032051282051282
"BEN",2016,-0.516762676753768,0.980769230769231,0.0192307692307692,NA
"BEN",2017,-0.271536916945157,0.935897435897436,0.061965811965812,0.00213675213675214
"BEN",2018,-0.000865957497435897,0.995726495726496,0.00213675213675214,0.00213675213675214
"BFA",2000,-0.510104336228553,0.977969348659004,0.0220306513409962,NA
"BFA",2001,-0.773130848457733,0.913793103448276,0.0862068965517241,NA
"BFA",2002,-0.65841012673616,0.976053639846743,0.0239463601532567,NA
"BFA",2003,0.10558881380244,0.980842911877395,0.0181992337164751,0.000957854406130268
"BFA",2004,-0.0687012388709919,0.942528735632184,0.024904214559387,0.0325670498084291
"BFA",2005,0.0793785975107048,0.981800766283525,0.00957854406130268,0.00862068965517241
"BFA",2006,-0.339935233057296,0.982758620689655,0.0172413793103448,NA
"BFA",2007,-0.0652565566431339,0.906999041227229,0.0556088207094919,0.037392138063279
"BFA",2008,-0.193406498152559,0.991379310344828,0.00862068965517241,NA
"BFA",2009,0.112126155641225,0.967432950191571,0.0325670498084291,NA
"BFA",2010,-0.105663260431283,0.952107279693487,0.0421455938697318,0.00574712643678161
"BFA",2011,-0.481640448719894,0.941570881226054,0.0584291187739464,NA
"BFA",2012,0.253778709283133,0.961685823754789,0.024904214559387,0.0134099616858238
"BFA",2013,-0.471677084926627,0.904214559386973,0.0814176245210728,0.014367816091954
"BFA",2014,-0.0841963370845803,0.988505747126437,0.0114942528735632,NA
"BFA",2015,-0.215999178753201,0.940613026819923,0.053639846743295,0.00574712643678161
"BFA",2016,-0.0438160136677356,0.996168582375479,0.000957854406130268,0.0028735632183908
"BFA",2017,-0.37028120532605,0.926245210727969,0.0727969348659004,0.000957854406130268
"BFA",2018,0.0108883418659004,0.959770114942529,0.0344827586206897,0.00574712643678161
"BGD",2000,0.118782935044863,0.960144927536232,0.0181159420289855,0.0217391304347826
"BGD",2001,-0.33612690760123,0.980072463768116,0.016304347826087,0.0036231884057971
"BGD",2002,0.0566859136595377,1,NA,NA
"BGD",2003,0.130437539719582,0.956521739130435,0.0307971014492754,0.0126811594202899
"BGD",2004,-0.223045954746076,0.969202898550725,0.0126811594202899,0.0181159420289855
"BGD",2005,-0.30024728659489,0.972826086956522,0.0271739130434783,NA
"BGD",2006,-0.458139618866287,0.983695652173913,0.0036231884057971,0.0126811594202899
"BGD",2007,0.34810400409122,0.918478260869565,0.0072463768115942,0.0742753623188406
"BGD",2008,-0.121456462363299,1,NA,NA
"BGD",2009,-0.247090473844909,0.989130434782609,0.0108695652173913,NA
"BGD",2010,-0.0452369829815682,0.992753623188406,NA,0.0072463768115942
"BGD",2011,0.0445151687131526,0.932971014492754,0.0036231884057971,0.0634057971014493
"BGD",2012,-0.00214121154124809,0.983695652173913,NA,0.016304347826087
"BGD",2013,-0.234632477538822,0.998188405797101,NA,0.00181159420289855
"BGD",2014,-0.428689737433793,1,NA,NA
"BGD",2015,0.208128894178789,0.972826086956522,NA,0.0271739130434783
"BGD",2016,0.0155494235630191,0.998188405797101,0.00181159420289855,NA
"BGD",2017,0.449955081103241,0.969202898550725,NA,0.0307971014492754
"BGD",2018,-0.402808634016304,0.96195652173913,0.0380434782608696,NA
"BGR",2000,-0.735717474140266,0.998299319727891,0.00170068027210884,NA
"BGR",2001,-0.390552970999892,1,NA,NA
"BGR",2002,-0.00257280943056004,0.989795918367347,0.0102040816326531,NA
"BGR",2003,-0.281380867514265,0.921768707482993,0.0680272108843537,0.0102040816326531
"BGR",2004,-0.148506950660982,1,NA,NA
"BGR",2005,0.409645787392724,0.942176870748299,NA,0.0578231292517007
"BGR",2006,0.0157511368038316,1,NA,NA
"BGR",2007,-0.231758406353706,0.869047619047619,0.130952380952381,NA
"BGR",2008,-0.732662979193463,0.981292517006803,0.0187074829931973,NA
"BGR",2009,0.0536630859041782,1,NA,NA
"BGR",2010,0.29183790026562,0.962585034013605,NA,0.0374149659863946
"BGR",2011,-0.541715051398928,0.965986394557823,0.0340136054421769,NA
"BGR",2012,-0.385181066435191,0.852040816326531,0.119047619047619,0.0289115646258503
"BGR",2013,-0.334723250587237,1,NA,NA
"BGR",2014,0.673402484697226,0.979591836734694,0.00850340136054422,0.0119047619047619
"BGR",2015,0.109185498421038,0.991496598639456,0.00850340136054422,NA
"BGR",2016,-0.0630735546056668,0.977891156462585,0.0187074829931973,0.00340136054421769
"BGR",2017,0.0620479171799434,1,NA,NA
"BGR",2018,-0.0512804387465986,0.865646258503401,0.0969387755102041,0.0374149659863946
"BHS",2000,-0.115096447264982,1,NA,NA
"BHS",2001,0.236670267380153,1,NA,NA
"BHS",2002,-0.0694691756248677,0.972222222222222,NA,0.0277777777777778
"BHS",2003,0.101578722294006,0.972222222222222,NA,0.0277777777777778
"BHS",2004,-0.487601853907108,1,NA,NA
"BHS",2005,0.0445932992475314,1,NA,NA
"BHS",2006,-0.0744727622303702,0.972222222222222,NA,0.0277777777777778
"BHS",2007,0.358463307842612,0.972222222222222,NA,0.0277777777777778
"BHS",2008,0.154563427825148,1,NA,NA
"BHS",2009,-0.156977054507782,0.972222222222222,NA,0.0277777777777778
"BHS",2010,0.379082403093991,0.916666666666667,NA,0.0833333333333333
"BHS",2011,-0.260509026029871,1,NA,NA
"BHS",2012,0.191079347795393,0.944444444444444,NA,0.0555555555555556
"BHS",2013,-0.163105467696571,0.888888888888889,0.0555555555555556,0.0555555555555556
"BHS",2014,0.0939053873428038,0.972222222222222,NA,0.0277777777777778
"BHS",2015,-0.114782954566181,1,NA,NA
"BHS",2016,0.0720543097445949,0.972222222222222,NA,0.0277777777777778
"BHS",2017,-0.0160688689446646,0.972222222222222,NA,0.0277777777777778
"BHS",2018,-0.0057050361111111,0.944444444444444,0.0277777777777778,0.0277777777777778
"BIH",2000,-0.676702344052308,0.996212121212121,0.00378787878787879,NA
"BIH",2001,0.0734511566133182,0.931818181818182,NA,0.0681818181818182
"BIH",2002,0.00786532792544955,0.992424242424242,NA,0.00757575757575758
"BIH",2003,-0.720892887375543,0.984848484848485,0.0151515151515152,NA
"BIH",2004,0.398905494200087,1,NA,NA
"BIH",2005,0.297360090114649,0.981060606060606,NA,0.0189393939393939
"BIH",2006,-0.259697979800297,0.916666666666667,0.00378787878787879,0.0795454545454545
"BIH",2007,-0.229262237243044,0.916666666666667,0.0833333333333333,NA
"BIH",2008,-0.220957382657974,1,NA,NA
"BIH",2009,-0.0117593552832575,1,NA,NA
"BIH",2010,0.735142789243114,0.992424242424242,NA,0.00757575757575758
"BIH",2011,-0.842258402220482,0.996212121212121,0.00378787878787879,NA
"BIH",2012,-0.455352634491371,0.856060606060606,0.143939393939394,NA
"BIH",2013,0.192182901435334,0.852272727272727,0.0681818181818182,0.0795454545454545
"BIH",2014,0.580660086077511,0.958333333333333,NA,0.0416666666666667
"BIH",2015,-0.323876741560966,0.950757575757576,0.0492424242424242,NA
"BIH",2016,0.106205295372726,0.931818181818182,0.0681818181818182,NA
"BIH",2017,-0.490005177814064,1,NA,NA
"BIH",2018,-0.187579262776515,1,NA,NA
"BLR",2000,-0.110498430522964,0.919616519174041,0.0553097345132743,0.0250737463126844
"BLR",2001,0.0990496669119158,1,NA,NA
"BLR",2002,-0.582147408612295,0.93141592920354,0.00589970501474926,0.0626843657817109
"BLR",2003,-0.271569426220825,0.995575221238938,NA,0.00442477876106195
"BLR",2004,0.298846323016365,0.888643067846608,0.00294985250737463,0.108407079646018
"BLR",2005,-0.006658299432277,0.938053097345133,0.023598820058997,0.0383480825958702
"BLR",2006,-0.338160848222465,0.918141592920354,0.00884955752212389,0.0730088495575221
"BLR",2007,-0.155886657830588,0.964601769911504,NA,0.0353982300884956
"BLR",2008,0.134176702694188,0.981563421828909,NA,0.0184365781710914
"BLR",2009,0.576046704684714,0.836283185840708,0.0833333333333333,0.0803834808259587
"BLR",2010,0.310347650890658,0.943952802359882,NA,0.056047197640118
"BLR",2011,-0.46809962390514,0.960176991150443,0.0398230088495575,NA
"BLR",2012,0.523020589691216,1,NA,NA
"BLR",2013,0.139960215290047,0.980088495575221,NA,0.0199115044247788
"BLR",2014,-0.423013256792576,0.972713864306785,0.025811209439528,0.00147492625368732
"BLR",2015,-0.444657517899064,0.898967551622419,0.101032448377581,NA
"BLR",2016,0.204911219715617,0.96976401179941,NA,0.03023598820059
"BLR",2017,0.350621315863305,0.999262536873156,NA,0.000737463126843658
"BLR",2018,-0.425830256789602,0.983038348082596,0.0169616519174041,NA
"BLZ",2000,-0.281285717604785,1,NA,NA
"BLZ",2001,-0.102828121485395,0.958333333333333,0.0277777777777778,0.0138888888888889
"BLZ",2002,-0.221702261672666,0.916666666666667,0.0694444444444444,0.0138888888888889
"BLZ",2003,-0.460202443258216,0.972222222222222,NA,0.0277777777777778
"BLZ",2004,-0.40098004663984,0.847222222222222,0.125,0.0277777777777778
"BLZ",2005,-0.18674571888793,0.930555555555556,0.0555555555555556,0.0138888888888889
"BLZ",2006,0.478776581999328,0.777777777777778,0.0416666666666667,0.180555555555556
"BLZ",2007,-0.154070605937806,0.791666666666667,0.125,0.0833333333333333
"BLZ",2008,-0.0700978654333288,0.791666666666667,0.111111111111111,0.0972222222222222
"BLZ",2009,-0.372741383603878,1,NA,NA
"BLZ",2010,0.160932478590338,0.930555555555556,0.0416666666666667,0.0277777777777778
"BLZ",2011,-0.0587759349857356,0.916666666666667,0.0416666666666667,0.0416666666666667
"BLZ",2012,-0.136612954588297,0.930555555555556,0.0694444444444444,NA
"BLZ",2013,1.01809149846021,0.833333333333333,NA,0.166666666666667
"BLZ",2014,-0.00275599832336079,1,NA,NA
"BLZ",2015,-0.294207048602402,0.888888888888889,0.111111111111111,NA
"BLZ",2016,-0.00107536583931925,0.944444444444444,0.0555555555555556,NA
"BLZ",2017,-0.256512735850029,0.916666666666667,0.0277777777777778,0.0555555555555556
"BLZ",2018,0.519194360277778,0.972222222222222,NA,0.0277777777777778
"BOL",2000,0.385858909191045,0.953324225865209,0.00273224043715847,0.0439435336976321
