"Year","ln.prob.nm.flow","id","iso3.Origin","iso3.Dest","est.gdp.Dest","est.gdp.Origin","est.ucdp.b.death.Origin","est.Severe.Dry.Origin","est.Severe.Wet.Origin","spl.id"
"2016",-16.577271495751,"GTM-ITA","GTM","ITA",10.339828208742,8.29295827299873,-13.5161683248442,-3.46254101190321,-9.21034037197618,"1"
"2008",-16.4357708245341,"GTM-NLD","GTM","NLD",10.9620671180256,7.83684617020589,-14.6247368789308,-2.64601481018276,-4.3740584650247,"1"
"2009",-16.454581458916,"GTM-NLD","GTM","NLD",10.8688546384146,7.95489992814059,-12.6981012062507,-4.55479397866302,-4.55479397866302,"1"
"2010",-16.4729470232004,"GTM-NLD","GTM","NLD",10.8386203395933,7.89960654005621,-15.7614342783561,-9.21034037197618,-9.21034037197618,"1"
"2011",-14.6993824315329,"GTM-NLD","GTM","NLD",10.8997043073555,7.97244608981207,-16.4729470232004,-2.95299211987783,-2.91384511408181,"1"
"2012",-14.7171573894002,"GTM-NLD","GTM","NLD",10.8212573032411,8.09641163359105,-13.1589373905858,-6.12690251800309,-4.08836249054455,"1"
"2013",-16.5264885356096,"GTM-NLD","GTM","NLD",10.8625515614694,8.13440449391948,-16.5089168586283,-3.12698056016395,-9.21034037197618,"1"
"2014",-16.5437761116374,"GTM-NLD","GTM","NLD",10.8748567165403,8.1672877675577,-16.5264885356096,-9.21034037197618,-3.17565670574822,"1"
"2015",-16.5606907625676,"GTM-NLD","GTM","NLD",10.7183263844496,8.23764919990049,-16.5437761116374,-2.43497428103979,-4.77556317191677,"1"
"2016",-16.577271495751,"GTM-NLD","GTM","NLD",10.736589111751,8.29295827299873,-13.5161683248442,-3.46254101190321,-9.21034037197618,"1"
"2008",-16.4357708245341,"GTM-NOR","GTM","NOR",11.4819000725577,7.83684617020589,-14.6247368789308,-2.64601481018276,-4.3740584650247,"1"
"2009",-16.454581458916,"GTM-NOR","GTM","NOR",11.2895155917173,7.95489992814059,-12.6981012062507,-4.55479397866302,-4.55479397866302,"1"
"2010",-16.4729470232004,"GTM-NOR","GTM","NOR",11.3816177702765,7.89960654005621,-15.7614342783561,-9.21034037197618,-9.21034037197618,"1"
"2011",-16.491141900761,"GTM-NOR","GTM","NOR",11.5189230674177,7.97244608981207,-16.4729470232004,-2.95299211987783,-2.91384511408181,"1"
"2012",-16.5089168586283,"GTM-NOR","GTM","NOR",11.5280617497659,8.09641163359105,-13.1589373905858,-6.12690251800309,-4.08836249054455,"1"
"2013",-14.7347290663815,"GTM-NOR","GTM","NOR",11.5416533477605,8.13440449391948,-16.5089168586283,-3.12698056016395,-9.21034037197618,"1"
"2014",-16.5437761116374,"GTM-NOR","GTM","NOR",11.482674305458,8.1672877675577,-16.5264885356096,-9.21034037197618,-3.17565670574822,"1"
"2015",-16.5606907625676,"GTM-NOR","GTM","NOR",11.2166265856753,8.23764919990049,-16.5437761116374,-2.43497428103979,-4.77556317191677,"1"
"2016",-16.577271495751,"GTM-NOR","GTM","NOR",11.1628030420722,8.29295827299873,-13.5161683248442,-3.46254101190321,-9.21034037197618,"1"
"2008",-16.4357708245341,"GTM-SWE","GTM","SWE",10.9358452233536,7.83684617020589,-14.6247368789308,-2.64601481018276,-4.3740584650247,"1"
"2009",-16.454581458916,"GTM-SWE","GTM","SWE",10.7567950390067,7.95489992814059,-12.6981012062507,-4.55479397866302,-4.55479397866302,"1"
"2010",-16.4729470232004,"GTM-SWE","GTM","SWE",10.8755921869284,7.89960654005621,-15.7614342783561,-9.21034037197618,-9.21034037197618,"1"
"2011",-14.0932466279626,"GTM-SWE","GTM","SWE",11.0146336233396,7.97244608981207,-16.4729470232004,-2.95299211987783,-2.91384511408181,"1"
"2012",-16.5089168586283,"GTM-SWE","GTM","SWE",10.968867398715,8.09641163359105,-13.1589373905858,-6.12690251800309,-4.08836249054455,"1"
"2013",-13.7538998133698,"GTM-SWE","GTM","SWE",11.0207243760703,8.13440449391948,-16.5089168586283,-3.12698056016395,-9.21034037197618,"1"
"2014",-16.5437761116374,"GTM-SWE","GTM","SWE",11.0024557854762,8.1672877675577,-16.5264885356096,-9.21034037197618,-3.17565670574822,"1"
"2015",-16.5606907625676,"GTM-SWE","GTM","SWE",10.8502392739183,8.23764919990049,-16.5437761116374,-2.43497428103979,-4.77556317191677,"1"
"2016",-16.577271495751,"GTM-SWE","GTM","SWE",10.8583479617088,8.29295827299873,-13.5161683248442,-3.46254101190321,-9.21034037197618,"1"
"2008",-15.8925686364511,"HND-BEL","HND","BEL",10.7812015365153,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-15.9136235727206,"HND-BEL","HND","BEL",10.7051425489639,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-15.9338686800152,"HND-BEL","HND","BEL",10.6951868825235,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-15.9533001319962,"HND-BEL","HND","BEL",10.7653120673116,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-15.9719931144341,"HND-BEL","HND","BEL",10.7071495496939,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-15.9900941971416,"HND-BEL","HND","BEL",10.7524767506083,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-14.2160288953969,"HND-BEL","HND","BEL",10.77271896902,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-16.0252033058346,"HND-BEL","HND","BEL",10.6211519190353,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-14.2506202251546,"HND-BEL","HND","BEL",10.6450701446711,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-15.8925686364511,"HND-CHE","HND","CHE",11.1911879799276,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-15.9136235727206,"HND-CHE","HND","CHE",11.1552281236792,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-15.9338686800152,"HND-CHE","HND","CHE",11.2199858770662,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-15.9533001319962,"HND-CHE","HND","CHE",11.3898153308522,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-14.1802336452061,"HND-CHE","HND","CHE",11.333071621167,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-15.9900941971416,"HND-CHE","HND","CHE",11.351740520594,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-16.007788364625,"HND-CHE","HND","CHE",11.3691308812426,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-16.0252033058346,"HND-CHE","HND","CHE",11.3154813017366,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-16.0423796943826,"HND-CHE","HND","CHE",11.2919449736405,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-15.8925686364511,"HND-DEU","HND","DEU",10.7238872728606,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-14.1218641034926,"HND-DEU","HND","DEU",10.6331330334961,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-14.1421092107872,"HND-DEU","HND","DEU",10.634241986618,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-12.9087776942727,"HND-DEU","HND","DEU",10.7503376561517,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-14.1802336452061,"HND-DEU","HND","DEU",10.6887434996391,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-14.1983347279135,"HND-DEU","HND","DEU",10.7426113259616,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-14.2160288953969,"HND-DEU","HND","DEU",10.778143319389,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-12.9806808681111,"HND-DEU","HND","DEU",10.6234648078254,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-13.6444844215842,"HND-DEU","HND","DEU",10.6480053096671,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",NA,"HND-ESP","HND","ESP",10.473541801143,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",NA,"HND-ESP","HND","ESP",10.3748488247257,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-12.2202966133109,"HND-ESP","HND","ESP",10.3256039128012,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-12.1246587355071,"HND-ESP","HND","ESP",10.3620967079497,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-12.2584210477298,"HND-ESP","HND","ESP",10.2515152432885,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-12.2765221304373,"HND-ESP","HND","ESP",10.2771367928389,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-12.0759627319007,"HND-ESP","HND","ESP",10.2908752556431,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-11.0079234690196,"HND-ESP","HND","ESP",10.1555302075579,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-10.0865423249178,"HND-ESP","HND","ESP",10.1851393499541,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",NA,"HND-FRA","HND","FRA",10.7218371643038,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-15.9136235727206,"HND-FRA","HND","FRA",10.6352884285149,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-15.9338686800152,"HND-FRA","HND","FRA",10.6124916944276,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-15.9533001319962,"HND-FRA","HND","FRA",10.6872003125232,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-14.1802336452061,"HND-FRA","HND","FRA",10.6182911191914,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-15.9900941971416,"HND-FRA","HND","FRA",10.659467129967,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-14.2160288953969,"HND-FRA","HND","FRA",10.6692405424554,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-14.2334438366065,"HND-FRA","HND","FRA",10.5088735731574,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-16.0423796943826,"HND-FRA","HND","FRA",10.5197097943335,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-15.8925686364511,"HND-GBR","HND","GBR",10.7640118106322,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-13.1410348504808,"HND-GBR","HND","GBR",10.5639601205348,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-15.9338686800152,"HND-GBR","HND","GBR",10.582455681314,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-14.1615406627681,"HND-GBR","HND","GBR",10.6463666501102,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-12.9274706767107,"HND-GBR","HND","GBR",10.6564065576936,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-14.1983347279135,"HND-GBR","HND","GBR",10.6792633176283,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-13.2351996423852,"HND-GBR","HND","GBR",10.7669386936597,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-14.2334438366065,"HND-GBR","HND","GBR",10.713880555083,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-14.2506202251546,"HND-GBR","HND","GBR",10.6229147054475,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-15.8925686364511,"HND-IRL","HND","IRL",11.0229329906495,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-15.9136235727206,"HND-IRL","HND","IRL",10.8610383106691,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-15.9338686800152,"HND-IRL","HND","IRL",10.7937664287276,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-15.9533001319962,"HND-IRL","HND","IRL",10.8561084720903,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-15.9719931144341,"HND-IRL","HND","IRL",10.7979190550633,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-15.9900941971416,"HND-IRL","HND","IRL",10.8511061731076,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-14.2160288953969,"HND-IRL","HND","IRL",10.9240298715551,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-16.0252033058346,"HND-IRL","HND","IRL",11.0348319656301,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-16.0423796943826,"HND-IRL","HND","IRL",11.0540292378658,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-15.8925686364511,"HND-ITA","HND","ITA",10.6159309267038,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-15.9136235727206,"HND-ITA","HND","ITA",10.5208534798387,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-13.5359734072169,"HND-ITA","HND","ITA",10.4913164420447,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-14.1615406627681,"HND-ITA","HND","ITA",10.5610091670328,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-15.9719931144341,"HND-ITA","HND","ITA",10.4646600209087,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-15.9900941971416,"HND-ITA","HND","ITA",10.478722852501,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-16.007788364625,"HND-ITA","HND","ITA",10.4778347355876,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-13.2526145835948,"HND-ITA","HND","ITA",10.3166306526844,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-12.2137382978935,"HND-ITA","HND","ITA",10.339828208742,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-15.8925686364511,"HND-NLD","HND","NLD",10.9620671180256,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-15.9136235727206,"HND-NLD","HND","NLD",10.8688546384146,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-14.1421092107872,"HND-NLD","HND","NLD",10.8386203395933,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-15.9533001319962,"HND-NLD","HND","NLD",10.8997043073555,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-15.9719931144341,"HND-NLD","HND","NLD",10.8212573032411,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-15.9900941971416,"HND-NLD","HND","NLD",10.8625515614694,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-16.007788364625,"HND-NLD","HND","NLD",10.8748567165403,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-13.6273080330362,"HND-NLD","HND","NLD",10.7183263844496,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-14.2506202251546,"HND-NLD","HND","NLD",10.736589111751,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-15.8925686364511,"HND-NOR","HND","NOR",11.4819000725577,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-14.1218641034926,"HND-NOR","HND","NOR",11.2895155917173,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-15.9338686800152,"HND-NOR","HND","NOR",11.3816177702765,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-15.9533001319962,"HND-NOR","HND","NOR",11.5189230674177,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-15.9719931144341,"HND-NOR","HND","NOR",11.5280617497659,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-15.9900941971416,"HND-NOR","HND","NOR",11.5416533477605,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-14.2160288953969,"HND-NOR","HND","NOR",11.482674305458,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-16.0252033058346,"HND-NOR","HND","NOR",11.2166265856753,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-14.2506202251546,"HND-NOR","HND","NOR",11.1628030420722,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-14.100809167223,"HND-SWE","HND","SWE",10.9358452233536,7.36773878421103,-15.8707257470876,-1.90549731931263,-2.79834460260174,"1"
"2009",-13.5157282999223,"HND-SWE","HND","SWE",10.7567950390067,7.46184346201423,-12.9481296572846,-3.45360082261766,-2.16312872021474,"1"
"2010",-13.1612799577755,"HND-SWE","HND","SWE",10.8755921869284,7.49036559808586,-15.9136235727206,-2.06968032869941,-2.72699886880138,"1"
"2011",-14.1615406627681,"HND-SWE","HND","SWE",11.0146336233396,7.55241914239891,-11.8563312361095,-2.56815900738589,-9.21034037197618,"1"
"2012",-14.1802336452061,"HND-SWE","HND","SWE",10.968867398715,7.64459168376558,-13.0088611528297,-3.52746563953528,-9.21034037197618,"1"
"2013",-14.1983347279135,"HND-SWE","HND","SWE",11.0207243760703,7.67105454409836,-13.0275541352677,-2.45707066372584,-2.20309855215374,"1"
"2014",-14.2160288953969,"HND-SWE","HND","SWE",11.0024557854762,7.65140219311937,-15.9900941971416,-9.21034037197618,-1.95198532236398,"1"
"2015",-13.6273080330362,"HND-SWE","HND","SWE",10.8502392739183,7.69941293752846,-12.9167459112667,-2.43112510232002,-2.69314827489067,"1"
"2016",-12.9978572566592,"HND-SWE","HND","SWE",10.8583479617088,7.74205533818718,-16.0252033058346,-2.06968032869941,-3.09787474943728,"1"
"2008",-19.2770930640261,"IDN-BEL","IDN","BEL",10.7812015365153,7.5288707413842,-18.1652474662739,-3.89295163959051,-3.15938187297792,"1"
"2009",-17.498625776581,"IDN-BEL","IDN","BEL",10.7051425489639,7.68149309415327,-17.3311829149708,-3.2522180523671,-2.76035254746649,"1"
"2010",-19.3037629873753,"IDN-BEL","IDN","BEL",10.6951868825235,7.72411394502119,-19.290385245809,-3.99181172489158,-3.25413378606964,"1"
"2011",-19.3172429662636,"IDN-BEL","IDN","BEL",10.7653120673116,8.04666552575668,-19.3037629873753,-4.73948349252193,-2.24419336582204,"1"
"2012",-19.3307618881812,"IDN-BEL","IDN","BEL",10.7071495496939,8.20084931543148,-17.0146578732695,-4.33355398122311,-3.15938187297792,"1"
"2013",-19.3441711041917,"IDN-BEL","IDN","BEL",10.7524767506083,8.2148302662799,-18.6376147076212,-4.07657414825435,-3.39451756124843,"1"
"2014",-19.3572798732386,"IDN-BEL","IDN","BEL",10.77271896902,8.19558517591581,-16.2996486664683,-4.54184539454355,-3.5588442977859,"1"
"2015",-19.3699545290116,"IDN-BEL","IDN","BEL",10.6211519190353,8.15840882159018,-16.7923305157771,-3.04639952391337,-3.6924251432019,"1"
"2016",-19.3821521851728,"IDN-BEL","IDN","BEL",10.6450701446711,8.11153660325282,-17.7605166165775,-3.08775138364607,-4.06893333754866,"1"
"2008",-19.2770930640261,"IDN-CHE","IDN","CHE",11.1911879799276,7.5288707413842,-18.1652474662739,-3.89295163959051,-3.15938187297792,"1"
"2009",-19.290385245809,"IDN-CHE","IDN","CHE",11.1552281236792,7.68149309415327,-17.3311829149708,-3.2522180523671,-2.76035254746649,"1"
"2010",-19.3037629873753,"IDN-CHE","IDN","CHE",11.2199858770662,7.72411394502119,-19.290385245809,-3.99181172489158,-3.25413378606964,"1"
"2011",-19.3172429662636,"IDN-CHE","IDN","CHE",11.3898153308522,8.04666552575668,-19.3037629873753,-4.73948349252193,-2.24419336582204,"1"
"2012",-19.3307618881812,"IDN-CHE","IDN","CHE",11.333071621167,8.20084931543148,-17.0146578732695,-4.33355398122311,-3.15938187297792,"1"
"2013",-19.3441711041917,"IDN-CHE","IDN","CHE",11.351740520594,8.2148302662799,-18.6376147076212,-4.07657414825435,-3.39451756124843,"1"
"2014",-19.3572798732386,"IDN-CHE","IDN","CHE",11.3691308812426,8.19558517591581,-16.2996486664683,-4.54184539454355,-3.5588442977859,"1"
"2015",-19.3699545290116,"IDN-CHE","IDN","CHE",11.3154813017366,8.15840882159018,-16.7923305157771,-3.04639952391337,-3.6924251432019,"1"
"2016",-19.3821521851728,"IDN-CHE","IDN","CHE",11.2919449736405,8.11153660325282,-17.7605166165775,-3.08775138364607,-4.06893333754866,"1"
"2008",-19.2770930640261,"IDN-CYP","IDN","CYP",10.4744208744318,7.5288707413842,-18.1652474662739,-3.89295163959051,-3.15938187297792,"1"
"2009",-17.498625776581,"IDN-CYP","IDN","CYP",10.3769303396822,7.68149309415327,-17.3311829149708,-3.2522180523671,-2.76035254746649,"1"
"2010",-19.3037629873753,"IDN-CYP","IDN","CYP",10.3425369526633,7.72411394502119,-19.290385245809,-3.99181172489158,-3.25413378606964,"1"
"2011",-19.3172429662636,"IDN-CYP","IDN","CYP",10.3858330116026,8.04666552575668,-19.3037629873753,-4.73948349252193,-2.24419336582204,"1"
"2012",-17.5390024189531,"IDN-CYP","IDN","CYP",10.2720520279086,8.20084931543148,-17.0146578732695,-4.33355398122311,-3.15938187297792,"1"
"2013",-19.3441711041917,"IDN-CYP","IDN","CYP",10.2302770877048,8.2148302662799,-18.6376147076212,-4.07657414825435,-3.39451756124843,"1"
"2014",-19.3572798732386,"IDN-CYP","IDN","CYP",10.2084184839392,8.19558517591581,-16.2996486664683,-4.54184539454355,-3.5588442977859,"1"
"2015",-19.3699545290116,"IDN-CYP","IDN","CYP",10.0576974410911,8.15840882159018,-16.7923305157771,-3.04639952391337,-3.6924251432019,"1"
"2016",-19.3821521851728,"IDN-CYP","IDN","CYP",10.1077955863528,8.11153660325282,-17.7605166165775,-3.08775138364607,-4.06893333754866,"1"
"2008",-19.2770930640261,"IDN-DEU","IDN","DEU",10.7238872728606,7.5288707413842,-18.1652474662739,-3.89295163959051,-3.15938187297792,"1"
"2009",-19.290385245809,"IDN-DEU","IDN","DEU",10.6331330334961,7.68149309415327,-17.3311829149708,-3.2522180523671,-2.76035254746649,"1"
"2010",-17.5120035181472,"IDN-DEU","IDN","DEU",10.634241986618,7.72411394502119,-19.290385245809,-3.99181172489158,-3.25413378606964,"1"
"2011",-19.3172429662636,"IDN-DEU","IDN","DEU",10.7503376561517,8.04666552575668,-19.3037629873753,-4.73948349252193,-2.24419336582204,"1"
"2012",-17.5390024189531,"IDN-DEU","IDN","DEU",10.6887434996391,8.20084931543148,-17.0146578732695,-4.33355398122311,-3.15938187297792,"1"
"2013",-17.5524116349637,"IDN-DEU","IDN","DEU",10.7426113259616,8.2148302662799,-18.6376147076212,-4.07657414825435,-3.39451756124843,"1"
"2014",-17.5655204040106,"IDN-DEU","IDN","DEU",10.778143319389,8.19558517591581,-16.2996486664683,-4.54184539454355,-3.5588442977859,"1"
"2015",-17.5781950597835,"IDN-DEU","IDN","DEU",10.6234648078254,8.15840882159018,-16.7923305157771,-3.04639952391337,-3.6924251432019,"1"
"2016",-17.5903927159448,"IDN-DEU","IDN","DEU",10.6480053096671,8.11153660325282,-17.7605166165775,-3.08775138364607,-4.06893333754866,"1"
"2008",-19.2770930640261,"IDN-DNK","IDN","DNK",11.0716735317933,7.5288707413842,-18.1652474662739,-3.89295163959051,-3.15938187297792,"1"
"2009",-19.290385245809,"IDN-DNK","IDN","DNK",10.971026645891,7.68149309415327,-17.3311829149708,-3.2522180523671,-2.76035254746649,"1"
"2010",-17.5120035181472,"IDN-DNK","IDN","DNK",10.9689290299958,7.72411394502119,-19.290385245809,-3.99181172489158,-3.25413378606964,"1"
"2011",-19.3172429662636,"IDN-DNK","IDN","DNK",11.0309245088566,8.04666552575668,-19.3037629873753,-4.73948349252193,-2.24419336582204,"1"
"2012",-19.3307618881812,"IDN-DNK","IDN","DNK",10.9769274594277,8.20084931543148,-17.0146578732695,-4.33355398122311,-3.15938187297792,"1"
"2013",-19.3441711041917,"IDN-DNK","IDN","DNK",11.0217749065118,8.2148302662799,-18.6376147076212,-4.07657414825435,-3.39451756124843,"1"
"2014",-19.3572798732386,"IDN-DNK","IDN","DNK",11.0437212718229,8.19558517591581,-16.2996486664683,-4.54184539454355,-3.5588442977859,"1"
"2015",-19.3699545290116,"IDN-DNK","IDN","DNK",10.8828630563055,8.15840882159018,-16.7923305157771,-3.04639952391337,-3.6924251432019,"1"
"2016",-19.3821521851728,"IDN-DNK","IDN","DNK",10.9089789000857,8.11153660325282,-17.7605166165775,-3.08775138364607,-4.06893333754866,"1"
"2008",NA,"IDN-FRA","IDN","FRA",10.7218371643038,7.5288707413842,-18.1652474662739,-3.89295163959051,-3.15938187297792,"1"
"2009",-17.498625776581,"IDN-FRA","IDN","FRA",10.6352884285149,7.68149309415327,-17.3311829149708,-3.2522180523671,-2.76035254746649,"1"
"2010",-19.3037629873753,"IDN-FRA","IDN","FRA",10.6124916944276,7.72411394502119,-19.290385245809,-3.99181172489158,-3.25413378606964,"1"
"2011",-19.3172429662636,"IDN-FRA","IDN","FRA",10.6872003125232,8.04666552575668,-19.3037629873753,-4.73948349252193,-2.24419336582204,"1"
"2012",-19.3307618881812,"IDN-FRA","IDN","FRA",10.6182911191914,8.20084931543148,-17.0146578732695,-4.33355398122311,-3.15938187297792,"1"
"2013",-19.3441711041917,"IDN-FRA","IDN","FRA",10.659467129967,8.2148302662799,-18.6376147076212,-4.07657414825435,-3.39451756124843,"1"
"2014",-19.3572798732386,"IDN-FRA","IDN","FRA",10.6692405424554,8.19558517591581,-16.2996486664683,-4.54184539454355,-3.5588442977859,"1"
"2015",-17.5781950597835,"IDN-FRA","IDN","FRA",10.5088735731574,8.15840882159018,-16.7923305157771,-3.04639952391337,-3.6924251432019,"1"
"2016",-19.3821521851728,"IDN-FRA","IDN","FRA",10.5197097943335,8.11153660325282,-17.7605166165775,-3.08775138364607,-4.06893333754866,"1"
"2008",-19.2770930640261,"IDN-GBR","IDN","GBR",10.7640118106322,7.5288707413842,-18.1652474662739,-3.89295163959051,-3.15938187297792,"1"
"2009",-17.498625776581,"IDN-GBR","IDN","GBR",10.5639601205348,7.68149309415327,-17.3311829149708,-3.2522180523671,-2.76035254746649,"1"
"2010",-17.5120035181472,"IDN-GBR","IDN","GBR",10.582455681314,7.72411394502119,-19.290385245809,-3.99181172489158,-3.25413378606964,"1"
